# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Clark_Y_airfoil,0,VSEVJYDWZZ,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,153
# x,y,z,u,w
8.632689455439748194e-01, 5.600000000000000000e+02, 5.204932913590112342e-01, 1.800000000000000044e+00, 2.254025779012049924e+00
9.701791148551819344e-01, 5.600000000000000000e+02, 5.523838122385648086e-01, 1.800000000000000044e+00, 2.280952649115890463e+00
1.087061454097409285e+00, 5.600000000000000000e+02, 5.832174619755889911e-01, 1.800000000000000044e+00, 2.310107125108463944e+00
1.214141019239894259e+00, 5.600000000000000000e+02, 6.126022255872098921e-01, 1.800000000000000044e+00, 2.341574236025834033e+00
1.351776137844598047e+00, 5.600000000000000000e+02, 6.397577653633756967e-01, 1.800000000000000044e+00, 2.375422192885380479e+00
1.500164810518242131e+00, 5.600000000000000000e+02, 6.641696361812460259e-01, 1.800000000000000044e+00, 2.411698287665530405e+00
1.659258628264452806e+00, 5.600000000000000000e+02, 6.853278200882875204e-01, 1.800000000000000044e+00, 2.450424713611993432e+00
1.829008997335556330e+00, 5.600000000000000000e+02, 7.028210216333743432e-01, 1.800000000000000044e+00, 2.491594485390172142e+00
2.009095931188406237e+00, 5.600000000000000000e+02, 7.163384610900325189e-01, 1.800000000000000044e+00, 2.535167673867325000e+00
2.199087099268457468e+00, 5.600000000000000000e+02, 7.259628423495030347e-01, 1.800000000000000044e+00, 2.581068198207792097e+00
2.398429330163218687e+00, 5.600000000000000000e+02, 7.314590437382622046e-01, 1.800000000000000044e+00, 2.629181432148066655e+00
2.606347159971167393e+00, 5.600000000000000000e+02, 7.333599451273276060e-01, 1.800000000000000044e+00, 2.679352876601123867e+00
2.822002693908005178e+00, 5.600000000000000000e+02, 7.316452938784596682e-01, 1.800000000000000044e+00, 2.731388122989002021e+00
3.044365366421973196e+00, 5.600000000000000000e+02, 7.266870891699204194e-01, 1.800000000000000044e+00, 2.785054278823237084e+00
3.272289424991863704e+00, 5.600000000000000000e+02, 7.188088453409422485e-01, 1.800000000000000044e+00, 2.840082949879656038e+00
3.504513091052650964e+00, 5.600000000000000000e+02, 7.080994068807948683e-01, 1.800000000000000044e+00, 2.896174776189615052e+00
3.739665853240774496e+00, 5.600000000000000000e+02, 6.947761438613770935e-01, 1.800000000000000044e+00, 2.953005409876157117e+00
3.976303757444362041e+00, 5.600000000000000000e+02, 6.788552958492397593e-01, 1.800000000000000044e+00, 3.010232712371485597e+00
4.212940577001536901e+00, 5.600000000000000000e+02, 6.603574446023289246e-01, 1.800000000000000044e+00, 3.067504849084442320e+00
4.448087797909194840e+00, 5.600000000000000000e+02, 6.393262657581360031e-01, 1.800000000000000044e+00, 3.124468883179866374e+00
4.680269816924383264e+00, 5.600000000000000000e+02, 6.157712070323450027e-01, 1.800000000000000044e+00, 3.180779426537513999e+00
4.908098085187439175e+00, 5.600000000000000000e+02, 5.898476928796552166e-01, 1.800000000000000044e+00, 3.236106900915292961e+00
5.130291018782283885e+00, 5.600000000000000000e+02, 5.617806477598619175e-01, 1.800000000000000044e+00, 3.290144996521724874e+00
5.345690978966135098e+00, 5.600000000000000000e+02, 5.318752186573407759e-01, 1.800000000000000044e+00, 3.342616984084840315e+00
5.553315770489385628e+00, 5.600000000000000000e+02, 5.005626243772650641e-01, 1.800000000000000044e+00, 3.393280631211359477e+00
5.752345586222283202e+00, 5.600000000000000000e+02, 4.682803648207721769e-01, 1.800000000000000044e+00, 3.441931582717477678e+00
5.942150570725130976e+00, 5.600000000000000000e+02, 4.355644905747066975e-01, 1.800000000000000044e+00, 3.488405175243188161e+00
6.122265873195558150e+00, 5.599999999999998863e+02, 4.028156445042170297e-01, 1.800000000000000044e+00, 3.532576757521252109e+00
6.292405764268234947e+00, 5.600000000000001137e+02, 3.705743641209000572e-01, 1.800000000000000044e+00, 3.574360670455414724e+00
6.452413625759356286e+00, 5.600000000000000000e+02, 3.391004254638320670e-01, 1.800000000000000044e+00, 3.613708100408631996e+00
6.602299228567954259e+00, 5.600000000000000000e+02, 3.088344854082465396e-01, 1.800000000000000044e+00, 3.650604053123554404e+00
6.742148461601289888e+00, 5.600000000000003411e+02, 2.798784036288757271e-01, 1.800000000000000044e+00, 3.685063705923593336e+00
6.872184860860278022e+00, 5.600000000000000000e+02, 2.524908046195727396e-01, 1.800000000000000044e+00, 3.717128385983185623e+00
6.992690294662598838e+00, 5.600000000000000000e+02, 2.267436946481078130e-01, 1.800000000000000044e+00, 3.746861397518468806e+00
7.104010910675667034e+00, 5.600000000000000000e+02, 2.026469659976420923e-01, 1.800000000000000044e+00, 3.774343886117332403e+00
7.206556668179096015e+00, 5.600000000000000000e+02, 1.802391701916783995e-01, 1.800000000000000044e+00, 3.799670889126403939e+00
7.300769697142110104e+00, 5.600000000000000000e+02, 1.595020435390321345e-01, 1.800000000000000044e+00, 3.822947681231255501e+00
7.387109028323594728e+00, 5.600000000000000000e+02, 1.403556541209823039e-01, 1.800000000000000044e+00, 3.844286487227505322e+00
7.466051073731253318e+00, 5.600000000000000000e+02, 1.227247518335871368e-01, 1.800000000000000044e+00, 3.863803601515005681e+00
7.538078765438918083e+00, 5.600000000000000000e+02, 1.065319077822776683e-01, 1.800000000000000044e+00, 3.881616927109269533e+00
7.603674713556509701e+00, 5.600000000000000000e+02, 9.170392382635660089e-02, 1.800000000000000044e+00, 3.897843926225776023e+00
7.663311858691717937e+00, 5.600000000000000000e+02, 7.816321427274700029e-02, 1.800000000000000044e+00, 3.912599959462895072e+00
7.717443106213961457e+00, 5.600000000000000000e+02, 6.581041076497626263e-02, 1.800000000000000044e+00, 3.925996980640954703e+00
7.766504079405484262e+00, 5.600000000000000000e+02, 5.455190493715433853e-02, 1.800000000000000044e+00, 3.938142548619749217e+00
7.810910123652869075e+00, 5.600000000000000000e+02, 4.429996573315504726e-02, 1.800000000000000044e+00, 3.949139115035671832e+00
7.851056192031409253e+00, 5.600000000000000000e+02, 3.498056385766001170e-02, 1.800000000000000044e+00, 3.959083547034291328e+00
7.887313139666010997e+00, 5.600000000000000000e+02, 2.652328419380543811e-02, 1.800000000000000044e+00, 3.968066845980765756e+00
7.920026873276608370e+00, 5.600000000000000000e+02, 1.886001325762936415e-02, 1.800000000000000044e+00, 3.976174026185862687e+00
7.949518534820822602e+00, 5.600000000000000000e+02, 1.192559765373775969e-02, 1.800000000000000044e+00, 3.983484121392823596e+00
7.976085057354113772e+00, 5.600000000000000000e+02, 5.658286367875448204e-03, 1.800000000000000044e+00, 3.990070290752647075e+00
8.000000000000000000e+00, 5.600000000000000000e+02, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
8.000000000000000000e+00, 7.000000000000000000e+02, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
7.975921558422584212e+00, 7.000000000000000000e+02, -9.135677109499314164e-04, 2.000000000000000000e+00, 9.929709247352622864e-03
7.949177579003043448e+00, 7.000000000000000000e+02, -1.931196776146124625e-03, 2.000000000000000000e+00, 1.651587860717623410e-02
7.919494162190867215e+00, 7.000000000000000000e+02, -3.064695141034442898e-03, 2.000000000000000000e+00, 2.382597381413725096e-02
7.886574310678486022e+00, 7.000000000000000000e+02, -4.327294228025545253e-03, 2.000000000000000000e+00, 3.193315401923403629e-02
7.850097201190061824e+00, 7.000000000000000000e+02, -5.733869755267434476e-03, 2.000000000000000000e+00, 4.091645296570904644e-02
7.809717764072804158e+00, 7.000000000000000000e+02, -7.301213884764666887e-03, 2.000000000000000000e+00, 5.086088496432811246e-02
7.765066670023280437e+00, 7.000000000000000000e+02, -9.048373229183547320e-03, 2.000000000000000000e+00, 6.185745138025093570e-02
7.715750751520231709e+00, 7.000000000000000000e+02, -1.099479858784707664e-02, 2.000000000000000000e+00, 7.400301935904540773e-02
7.661353710209077406e+00, 7.000000000000000000e+02, -1.314908709008055961e-02, 2.000000000000000000e+00, 8.740004053710473397e-02
7.601438311852342977e+00, 7.000000000000001137e+02, -1.551552442673380036e-02, 2.000000000000000000e+00, 1.021560737742238378e-01
7.535549186477835448e+00, 7.000000000000000000e+02, -1.809163060721310362e-02, 2.000000000000000000e+00, 1.183830728907306756e-01
7.463218001601355844e+00, 7.000000000000000000e+02, -2.089851784785034736e-02, 2.000000000000000000e+00, 1.361963984849940967e-01
7.383967986541977169e+00, 7.000000000000000000e+02, -2.395951759761194219e-02, 2.000000000000000000e+00, 1.557135127724946777e-01
7.297319752194731279e+00, 7.000000000000000000e+02, -2.727545159217137707e-02, 2.000000000000000000e+00, 1.770523187687444711e-01
7.202799993551748159e+00, 7.000000000000000000e+02, -3.083464757295739656e-02, 2.000000000000000000e+00, 2.003291108735961723e-01
7.099951861533300601e+00, 7.000000000000000000e+02, -3.462381523502305186e-02, 2.000000000000000000e+00, 2.256561138826673751e-01
6.988347627452250244e+00, 7.000000000000000000e+02, -3.865228799976865026e-02, 2.000000000000000000e+00, 2.531386024815311941e-01
6.867601598266512397e+00, 7.000000000000000000e+02, -4.293804488182434431e-02, 2.000000000000000000e+00, 2.828716140168144877e-01
6.737383549328738397e+00, 7.000000000000000000e+02, -4.747059155267339958e-02, 2.000000000000000000e+00, 3.149362940764066643e-01
6.597435839805129376e+00, 7.000000000000000000e+02, -5.224345508259207321e-02, 2.000000000000000000e+00, 3.493959468764454845e-01
6.447593012966748915e+00, 7.000000000000000000e+02, -5.733013390471339288e-02, 2.000000000000000000e+00, 3.862918995913680043e-01
6.287792985092751863e+00, 7.000000000000000000e+02, -6.271914030818109831e-02, 2.000000000000000000e+00, 4.256393295445853875e-01
6.118099331586554612e+00, 7.000000000000000000e+02, -6.848734659863926766e-02, 2.000000000000000000e+00, 4.674232424787478912e-01
5.938712574831329860e+00, 7.000000000000000000e+02, -7.469586191560163846e-02, 2.000000000000000000e+00, 5.115948247568122831e-01
5.749982955782974692e+00, 7.000000000000000000e+02, -8.139691097828921640e-02, 2.000000000000000000e+00, 5.580684172825222111e-01
5.552419904511563864e+00, 7.000000000000000000e+02, -8.865490114248975040e-02, 2.000000000000000000e+00, 6.067193687886405229e-01
5.346694786220377082e+00, 7.000000000000000000e+02, -9.650911622286297009e-02, 2.000000000000000000e+00, 6.573830159151595742e-01
5.133639256312517496e+00, 7.000000000000000000e+02, -1.049684605182910763e-01, 2.000000000000000000e+00, 7.098550034782747931e-01
4.914237086408154376e+00, 7.000000000000000000e+02, -1.139834362481684654e-01, 2.000000000000000000e+00, 7.638930990847077052e-01
4.689610593915866765e+00, 7.000000000000000000e+02, -1.234723051376341307e-01, 2.000000000000000000e+00, 8.192205734624862234e-01
4.460999048407726875e+00, 7.000000000000000000e+02, -1.332751725016461941e-01, 2.000000000000000000e+00, 8.755311168201336258e-01
4.229734089751881143e+00, 7.000000000000000000e+02, -1.431834773906766611e-01, 2.000000000000000000e+00, 9.324951509155580132e-01
3.997212644373988599e+00, 7.000000000000000000e+02, -1.530110724653945264e-01, 2.000000000000000000e+00, 9.897672876285144028e-01
3.764860405605388927e+00, 7.000000000000000000e+02, -1.625274692191898129e-01, 2.000000000000000000e+00, 1.046994590123843327e+00
3.534100406931045324e+00, 7.000000000000000000e+02, -1.715157186721628924e-01, 2.000000000000000000e+00, 1.103825223810384726e+00
3.306320025942853125e+00, 7.000000000000000000e+02, -1.798565350368716009e-01, 2.000000000000000000e+00, 1.159917050120343962e+00
3.082836486674367826e+00, 7.000000000000000000e+02, -1.874552855516642413e-01, 2.000000000000000000e+00, 1.214945721176763360e+00
2.864868864368887991e+00, 7.000000000000000000e+02, -1.943201261010827630e-01, 2.000000000000000000e+00, 1.268611877010997979e+00
2.653509615075325012e+00, 7.000000000000000000e+02, -2.004744618218655128e-01, 2.000000000000000000e+00, 1.320647123398876577e+00
2.449711098757059613e+00, 7.000000000000000000e+02, -2.060536401789638261e-01, 2.000000000000000000e+00, 1.370818567851932901e+00
2.254265992988826017e+00, 7.000000000000000000e+02, -2.111433589610724193e-01, 2.000000000000000000e+00, 1.418931801792208125e+00
2.067806093775319098e+00, 7.000000000000000000e+02, -2.158695262141701043e-01, 2.000000000000000000e+00, 1.464832326132675222e+00
1.890798665118826882e+00, 7.000000000000000000e+02, -2.202864540928132220e-01, 2.000000000000000000e+00, 1.508405514609827858e+00
1.723555439221223784e+00, 7.000000000000000000e+02, -2.244930059558589708e-01, 2.000000000000000000e+00, 1.549575286388006568e+00
1.566235820650519805e+00, 7.000000000000000000e+02, -2.283691381585633007e-01, 2.000000000000000000e+00, 1.588301712334469817e+00
1.418868067279113632e+00, 7.000000000000000000e+02, -2.319529440677396970e-01, 2.000000000000000000e+00, 1.624577807114619299e+00
1.281361167752915531e+00, 7.000000000000000000e+02, -2.351624646781025618e-01, 2.000000000000000000e+00, 1.658425763974165745e+00
1.153514948561448650e+00, 7.000000000000000000e+02, -2.375312848330360938e-01, 2.000000000000000000e+00, 1.689892874891536056e+00
1.035047592525000670e+00, 7.000000000000000000e+02, -2.395459436285971300e-01, 2.000000000000000000e+00, 1.719047350884109315e+00
9.256307968154313670e-01, 7.000000000000000000e+02, -2.406209770353507915e-01, 2.000000000000000000e+00, 1.745974220987950298e+00
8.248728005775126659e-01, 7.000000000000000000e+02, -2.402353514018542857e-01, 2.000000000000000000e+00, 1.770771448651468516e+00
7.322829054867573406e-01, 7.000000000000000000e+02, -2.393321188254136367e-01, 2.000000000000000000e+00, 1.793546364920419300e+00
6.474936410759686289e-01, 7.000000000000000000e+02, -2.372865340857673866e-01, 2.000000000000000000e+00, 1.814412481686507039e+00
5.701135207144242267e-01, 7.000000000000000000e+02, -2.334155271435374712e-01, 2.000000000000000000e+00, 1.833486717192491344e+00
4.995201489181715360e-01, 7.000000000000000000e+02, -2.285695443470955879e-01, 2.000000000000000000e+00, 1.850887040769136682e+00
4.353101222590213815e-01, 7.000000000000000000e+02, -2.229382889843478377e-01, 2.000000000000000000e+00, 1.866730524532267621e+00
3.772563902994975904e-01, 7.000000000000000000e+02, -2.157234445538281642e-01, 2.000000000000000000e+00, 1.881131776091889085e+00
3.248533343116716265e-01, 7.000000000000000000e+02, -2.071132813067269596e-01, 2.000000000000000000e+00, 1.894201717512008942e+00
2.774709478034255716e-01, 7.000000000000000000e+02, -1.980550846107908547e-01, 2.000000000000000000e+00, 1.906046670957219691e+00
2.351192714509168225e-01, 7.000000000000000000e+02, -1.878379136086226198e-01, 2.000000000000000000e+00, 1.916767709794693797e+00
1.974251359118874283e-01, 7.000000000000002274e+02, -1.764778223985852545e-01, 2.000000000000000000e+00, 1.926460234569704166e+00
1.636930651829398009e-01, 7.000000000000000000e+02, -1.648271694753703775e-01, 2.000000000000000000e+00, 1.935213735524386580e+00
1.341288210478907006e-01, 7.000000000000000000e+02, -1.523806690195301239e-01, 2.000000000000000000e+00, 1.943111706592089982e+00
1.082376212938917365e-01, 7.000000000000000000e+02, -1.393768444269310181e-01, 2.000000000000000000e+00, 1.950231679608084745e+00
8.555550152710295064e-02, 7.000000000000000000e+02, -1.262864137422255173e-01, 2.000000000000000000e+00, 1.956645351482288131e+00
6.652419346811504208e-02, 7.000000000000000000e+02, -1.127093364614954046e-01, 2.000000000000000000e+00, 1.962418781032478021e+00
5.033542638041497985e-02, 7.000000000000000000e+02, -9.899407827172726493e-02, 2.000000000000000000e+00, 1.967612635911277774e+00
3.685256023890107202e-02, 7.000000000000000000e+02, -8.547170959399491563e-02, 2.000000000000000000e+00, 1.972282473476103748e+00
2.629925290811838817e-02, 7.000000000000000000e+02, -7.219945246288188290e-02, 2.000000000000000000e+00, 1.976479042496407157e+00
1.785914164841447341e-02, 7.000000000000000000e+02, -5.929033707194650976e-02, 2.000000000000000000e+00, 1.980248595250372778e+00
1.133184755047095434e-02, 7.000000000000000000e+02, -4.703855259630632807e-02, 2.000000000000000000e+00, 1.983633201841378702e+00
6.719470164520554255e-03, 7.000000000000000000e+02, -3.564316798648055340e-02, 2.000000000000000000e+00, 1.986671060486145057e+00
3.598270119843255312e-03, 7.000000000000001137e+02, -2.499206722231904834e-02, 2.000000000000000000e+00, 1.989396799123720472e+00
1.537819332299757320e-03, 7.000000000000000000e+02, -1.511668432741485567e-02, 2.000000000000000000e+00, 1.991841765003601772e+00
3.918878185270869815e-04, 7.000000000000000000e+02, -6.210357134277518475e-03, 2.000000000000000000e+00, 1.994034299969640989e+00
4.800000169780105352e-06, 7.000000000000000000e+02, 1.666399999521672726e-03, 2.000000000000000000e+00, 2.000000000000000000e+00
3.611778665052438201e-04, 7.000000000000000000e+02, 9.491870254836498599e-03, 2.000000000000000000e+00, 2.005965700030359233e+00
1.674905637529864374e-03, 7.000000000000000000e+02, 1.829233840902465269e-02, 2.000000000000000000e+00, 2.008158234996398228e+00
4.140445131823653965e-03, 7.000000000000000000e+02, 2.813206580366980902e-02, 2.000000000000000000e+00, 2.010603200876279306e+00
7.940288448117248377e-03, 7.000000000000000000e+02, 3.904617435306985407e-02, 2.000000000000000000e+00, 2.013328939513854721e+00
1.321445568540676428e-02, 7.000000000000000000e+02, 5.101917327177281358e-02, 2.000000000000000000e+00, 2.016366798158621076e+00
2.001185800176426971e-02, 7.000000000000000000e+02, 6.395328980174638800e-02, 2.000000000000000000e+00, 2.019751404749627000e+00
2.821521461433149774e-02, 7.000000000000000000e+02, 7.762240695997327244e-02, 2.000000000000000000e+00, 2.023520957503592843e+00
3.806290913250613694e-02, 7.000000000000000000e+02, 9.174004995037132737e-02, 2.000000000000000000e+00, 2.027717526523896030e+00
5.075339828232229566e-02, 7.000000000000000000e+02, 1.064204928215537471e-01, 2.000000000000000000e+00, 2.032387364088722226e+00
6.599031524524312520e-02, 7.000000000000000000e+02, 1.219023632137724300e-01, 2.000000000000000000e+00, 2.037581218967521757e+00
8.327096979240874997e-02, 7.000000000000000000e+02, 1.384243560918102522e-01, 2.000000000000000000e+00, 2.043354648517711869e+00
1.035525192401319239e-01, 7.000000000000000000e+02, 1.556336737225134936e-01, 2.000000000000000000e+00, 2.049768320391915477e+00
1.269098478140666675e-01, 7.000000000000000000e+02, 1.737830249881822109e-01, 2.000000000000000000e+00, 2.056888293407910240e+00
1.531832653485911411e-01, 7.000000000000000000e+02, 1.932775825281642101e-01, 2.000000000000000000e+00, 2.064786264475613198e+00
1.831447145234798013e-01, 7.000000000000000000e+02, 2.137484808781576762e-01, 2.000000000000000000e+00, 2.073539765430295834e+00
2.170789050302094347e-01, 7.000000000000000000e+02, 2.353402020269446115e-01, 2.000000000000000000e+00, 2.083232290205306203e+00
2.550141327148480741e-01, 7.000000000000000000e+02, 2.584718962490044625e-01, 2.000000000000000000e+00, 2.093953329042780087e+00
2.975748819387005750e-01, 7.000000000000000000e+02, 2.829272674066996007e-01, 2.000000000000000000e+00, 2.105798282487991280e+00
3.453332995672788730e-01, 7.000000000000000000e+02, 3.085795420048240700e-01, 2.000000000000000000e+00, 2.118868223908111137e+00
3.985788479504467352e-01, 7.000000000000000000e+02, 3.356292655013939918e-01, 2.000000000000000000e+00, 2.133269475467732601e+00
4.576599755658495861e-01, 7.000000000000000000e+02, 3.642186942094788327e-01, 2.000000000000000000e+00, 2.149112959230863318e+00
5.234221806586621950e-01, 7.000000000000000000e+02, 3.939021053494999314e-01, 2.000000000000000000e+00, 2.166513282807508656e+00
5.963434446184474602e-01, 7.000000000000000000e+02, 4.245822398921101914e-01, 2.000000000000000000e+00, 2.185587518313492517e+00
6.768031107324146145e-01, 6.999999999999996589e+02, 4.562150134988824934e-01, 2.000000000000000000e+00, 2.206453635079580700e+00
7.655915654181080221e-01, 7.000000000000000000e+02, 4.883214216082091275e-01, 2.000000000000000000e+00, 2.229228551348531262e+00
8.632689455439748194e-01, 7.000000000000000000e+02, 5.204932913590112342e-01, 2.000000000000000000e+00, 2.254025779012049924e+00
9.701791148551818234e-01, 7.000000000000000000e+02, 5.523838122385648086e-01, 2.000000000000000000e+00, 2.280952649115890463e+00
1.087061454097409285e+00, 7.000000000000000000e+02, 5.832174619755889911e-01, 2.000000000000000000e+00, 2.310107125108463944e+00
1.214141019239894259e+00, 7.000000000000000000e+02, 6.126022255872098921e-01, 2.000000000000000000e+00, 2.341574236025834033e+00
1.351776137844598047e+00, 7.000000000000000000e+02, 6.397577653633756967e-01, 2.000000000000000000e+00, 2.375422192885380479e+00
1.500164810518242131e+00, 7.000000000000000000e+02, 6.641696361812460259e-01, 2.000000000000000000e+00, 2.411698287665530405e+00
1.659258628264452806e+00, 7.000000000000000000e+02, 6.853278200882875204e-01, 2.000000000000000000e+00, 2.450424713611993432e+00
1.829008997335556330e+00, 7.000000000000000000e+02, 7.028210216333743432e-01, 2.000000000000000000e+00, 2.491594485390172142e+00
2.009095931188406237e+00, 7.000000000000000000e+02, 7.163384610900325189e-01, 2.000000000000000000e+00, 2.535167673867325000e+00
2.199087099268457468e+00, 7.000000000000000000e+02, 7.259628423495030347e-01, 2.000000000000000000e+00, 2.581068198207792097e+00
2.398429330163218687e+00, 7.000000000000000000e+02, 7.314590437382622046e-01, 2.000000000000000000e+00, 2.629181432148066655e+00
2.606347159971167393e+00, 7.000000000000000000e+02, 7.333599451273276060e-01, 2.000000000000000000e+00, 2.679352876601123867e+00
2.822002693908005178e+00, 7.000000000000000000e+02, 7.316452938784596682e-01, 2.000000000000000000e+00, 2.731388122989002021e+00
3.044365366421973196e+00, 7.000000000000000000e+02, 7.266870891699204194e-01, 2.000000000000000000e+00, 2.785054278823237084e+00
3.272289424991863704e+00, 7.000000000000000000e+02, 7.188088453409422485e-01, 2.000000000000000000e+00, 2.840082949879656038e+00
3.504513091052650964e+00, 7.000000000000000000e+02, 7.080994068807948683e-01, 2.000000000000000000e+00, 2.896174776189615052e+00
3.739665853240774496e+00, 7.000000000000000000e+02, 6.947761438613770935e-01, 2.000000000000000000e+00, 2.953005409876157117e+00
3.976303757444362041e+00, 7.000000000000000000e+02, 6.788552958492398703e-01, 2.000000000000000000e+00, 3.010232712371485597e+00
4.212940577001536901e+00, 7.000000000000000000e+02, 6.603574446023289246e-01, 2.000000000000000000e+00, 3.067504849084442320e+00
4.448087797909194840e+00, 7.000000000000000000e+02, 6.393262657581360031e-01, 2.000000000000000000e+00, 3.124468883179866374e+00
4.680269816924383264e+00, 7.000000000000000000e+02, 6.157712070323450027e-01, 2.000000000000000000e+00, 3.180779426537513999e+00
4.908098085187439175e+00, 7.000000000000000000e+02, 5.898476928796552166e-01, 2.000000000000000000e+00, 3.236106900915292961e+00
5.130291018782283885e+00, 7.000000000000000000e+02, 5.617806477598619175e-01, 2.000000000000000000e+00, 3.290144996521724874e+00
5.345690978966135098e+00, 7.000000000000000000e+02, 5.318752186573407759e-01, 2.000000000000000000e+00, 3.342616984084840315e+00
5.553315770489385628e+00, 7.000000000000000000e+02, 5.005626243772650641e-01, 2.000000000000000000e+00, 3.393280631211359477e+00
5.752345586222283202e+00, 7.000000000000000000e+02, 4.682803648207721769e-01, 2.000000000000000000e+00, 3.441931582717477678e+00
5.942150570725130976e+00, 7.000000000000000000e+02, 4.355644905747066975e-01, 2.000000000000000000e+00, 3.488405175243188161e+00
6.122265873195558150e+00, 6.999999999999998863e+02, 4.028156445042170297e-01, 2.000000000000000000e+00, 3.532576757521252109e+00
6.292405764268234947e+00, 7.000000000000001137e+02, 3.705743641209000572e-01, 2.000000000000000000e+00, 3.574360670455414724e+00
6.452413625759356286e+00, 7.000000000000000000e+02, 3.391004254638320670e-01, 2.000000000000000000e+00, 3.613708100408631996e+00
6.602299228567954259e+00, 7.000000000000000000e+02, 3.088344854082465396e-01, 2.000000000000000000e+00, 3.650604053123554404e+00
6.742148461601289888e+00, 7.000000000000003411e+02, 2.798784036288757271e-01, 2.000000000000000000e+00, 3.685063705923593336e+00
6.872184860860278022e+00, 7.000000000000000000e+02, 2.524908046195727396e-01, 2.000000000000000000e+00, 3.717128385983185623e+00
6.992690294662598838e+00, 7.000000000000000000e+02, 2.267436946481078130e-01, 2.000000000000000000e+00, 3.746861397518468806e+00
7.104010910675667034e+00, 7.000000000000000000e+02, 2.026469659976420923e-01, 2.000000000000000000e+00, 3.774343886117332403e+00
7.206556668179096015e+00, 7.000000000000000000e+02, 1.802391701916783995e-01, 2.000000000000000000e+00, 3.799670889126403939e+00
7.300769697142110104e+00, 7.000000000000000000e+02, 1.595020435390321345e-01, 2.000000000000000000e+00, 3.822947681231255501e+00
7.387109028323594728e+00, 7.000000000000000000e+02, 1.403556541209823039e-01, 2.000000000000000000e+00, 3.844286487227505322e+00
7.466051073731253318e+00, 7.000000000000000000e+02, 1.227247518335871507e-01, 2.000000000000000000e+00, 3.863803601515005681e+00
7.538078765438918083e+00, 7.000000000000000000e+02, 1.065319077822776683e-01, 2.000000000000000000e+00, 3.881616927109269533e+00
7.603674713556509701e+00, 7.000000000000000000e+02, 9.170392382635660089e-02, 2.000000000000000000e+00, 3.897843926225776023e+00
7.663311858691717937e+00, 7.000000000000000000e+02, 7.816321427274700029e-02, 2.000000000000000000e+00, 3.912599959462895072e+00
7.717443106213960569e+00, 7.000000000000000000e+02, 6.581041076497626263e-02, 2.000000000000000000e+00, 3.925996980640954703e+00
7.766504079405485150e+00, 7.000000000000000000e+02, 5.455190493715433853e-02, 2.000000000000000000e+00, 3.938142548619749217e+00
7.810910123652869075e+00, 7.000000000000000000e+02, 4.429996573315504726e-02, 2.000000000000000000e+00, 3.949139115035671832e+00
7.851056192031408365e+00, 7.000000000000000000e+02, 3.498056385766001170e-02, 2.000000000000000000e+00, 3.959083547034291328e+00
7.887313139666010997e+00, 7.000000000000000000e+02, 2.652328419380543811e-02, 2.000000000000000000e+00, 3.968066845980765756e+00
7.920026873276608370e+00, 7.000000000000000000e+02, 1.886001325762936415e-02, 2.000000000000000000e+00, 3.976174026185862687e+00
7.949518534820822602e+00, 7.000000000000000000e+02, 1.192559765373775969e-02, 2.000000000000000000e+00, 3.983484121392823596e+00
7.976085057354113772e+00, 7.000000000000000000e+02, 5.658286367875448204e-03, 2.000000000000000000e+00, 3.990070290752647075e+00
8.000000000000000000e+00, 7.000000000000000000e+02, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,152
# nx,ny,nz,area
3.791403430175534217e-02, -0.000000000000000000e+00, -9.992810045242356276e-01, 3.373407285414332879e+00
3.802325582905216605e-02, -1.547740195150021200e-21, -9.992768545383999834e-01, 3.746866648347679352e+00
3.815843866546194535e-02, -0.000000000000000000e+00, -9.992717015700055549e-01, 4.158707133580865190e+00
3.832555146099037024e-02, -2.431423409339875340e-19, -9.992653061650900170e-01, 4.612167742939613291e+00
3.853186243756725332e-02, -0.000000000000000000e+00, -9.992573720404031024e-01, 5.110590595845977191e+00
3.878619578773916110e-02, -0.000000000000000000e+00, -9.992475324044164386e-01, 5.657378190180144095e+00
3.909922894657586606e-02, -0.000000000000000000e+00, -9.992353327899204940e-01, 6.255936876731283292e+00
3.943779518592491901e-02, 2.501985614620857348e-19, -9.992220275348582259e-01, 6.909604072140038689e+00
3.957202525432849949e-02, -0.000000000000000000e+00, -9.992167206453617112e-01, 7.621555590705966665e+00
